TYPE	FLUENT	DISFLUENT
5: Partial Word	आम्ही आमच्या डीएव्हीच्या विद्यार्थ्यांना गंगा स्वच्छतेच्या कामाशी जोडतो.	आम्ही आमच्या डीएव्हीच्या विद्य विद्यार्थ्यांना गंगा स्वच्छतेच्या कामाशी जोडतो.
5: Partial Word	सर्वात शेवटी मला असे सांगावेसे वाटते की भारत व्यापारासाठी तयार असून, खुल्या अर्थव्यवस्थेपैकी एक आहे.	सर्वात शेवटी मला असे सांगावेसे वाटते की भारत व्यापारासाठी तयार असून, खुल्या अ अर्थव्यवस्थेपैकी एक आहे.
5: Partial Word	या उर्जेला राष्ट्रनिर्मितीच्या कार्यात सहभागी करण्यासाठी तुमच्यासारख्या संस्था बरेच काही करू शकतात.	या उर्जेला रा राष्ट्रनिर्मितीच्या कार्यात सहभागी करण्यासाठी तुमच्यासारख्या संस्था बरेच काही करू शकतात.
5: Partial Word	या करारानुसार एकात्मिक बाल विकास तसेच माहिती आणि दूरसंचार तंत्रज्ञानाच्या मदतीने सहकार्य करण्यात येणार आहे.	या करारानुसार एकात्मिक बाल विकास तसेच माहिती आणि दूरसंचार तंत तंत्रज्ञानाच्या मदतीने सहकार्य करण्यात येणार आहे.
5: Partial Word	आज या मोहिमेअंतर्गत मी तीन नव्या रेल्वेगाड्यांना हिरवा झेंडा दाखविला.	आज या मोहिमेअंतर्गत मी तीन नव्या रेल् रेल्वेगाड्यांना हिरवा झेंडा दाखविला.
5: Partial Word	देशातील आरोग्यक्षेत्रावर सरकारचा भर असल्याचा पुनरुच्चार पंतप्रधानांनी यावेळी केला.	देशातील आरोग आरोग्यक्षेत्रावर सरकारचा भर असल्याचा पुनरुच्चार पंतप्रधानांनी यावेळी केला.
5: Partial Word	दादा वासवानी यांच्या ९९ व्या वाढदिवसानिमित्त पुण्यात आयोजित समारंभात पंतप्रधान नरेंद्र मोदी आज व्हिडिओ कॉन्फरन्सिंगच्या माध्यमातून सहभागी झाले.	दादा वासवानी यांच्या ९९ व्या वाढदिवसानिमित्त पुण्यात आयोजित समारंभात पंतप्रधान नरेंद्र मोदी आज व्हिडिओ कॉन्फरन कॉन्फरन्सिंगच्या माध्यमातून सहभागी झाले.
5: Partial Word	पणिकर प्रतिष्ठानबरोबर अनेक सरकारी संस्था, खाजगी क्षेत्रातील विविध संघटना, आणि नागरिक संघटना कार्यरत आहेत, याची मला माहिती आहे.	पणिकर प् प्रतिष्ठानबरोबर अनेक सरकारी संस्था, खाजगी क्षेत्रातील विविध संघटना, आणि नागरिक संघटना कार्यरत आहेत, याची मला माहिती आहे.
5: Partial Word	खरं तर सगळ्या जिल्ह्यांनी एकत्र येऊन एकमेकांचा हात धरून प्रगती करायला हवी हे व्यावहारिकदृष्ट्या आवश्यक आहे.	खरं तर सगळ्या जिल्ह्यांनी एकत्र येऊन एकमेकांचा हात धरून प्रगती करायला हवी हे व् व्यावहारिकदृष्ट्या आवश्यक आहे.
5: Partial Word	याखेरीज नियुक्ती आणि बढतीसाठी शिक्षकांच्या मूल्यांकनाकरिता शिक्षक पात्रता परीक्षा विधेयकात प्रस्तावित आहे.	याखेरीज नियुक्ती आणि बढतीसाठी शिक्षकांच्या मू मूल्यांकनाकरिता शिक्षक पात्रता परीक्षा विधेयकात प्रस्तावित आहे.
5: Partial Word	भूकंपानंतर नेपाळमध्ये पुननिर्मितीसाठी भारताने एक अब्ज डॉलरच्या मदतीचे पॅकेज जाहीर केले.	भूकंपानंतर नेपाळमध्ये पुनन पुननिर्मितीसाठी भारताने एक अब्ज डॉलरच्या मदतीचे पॅकेज जाहीर केले.
5: Partial Word	गंभीर रित्या जखमी झालेल्यांना हेलिकॉप्टरद्वारे त्वरीत हलवण्यासाठी व्यवस्था करत आहे.	गंभीर रित्या जखमी झालेल्यांना हेलिकॉप् हेलिकॉप्टरद्वारे त्वरीत हलवण्यासाठी व्यवस्था करत आहे.
6: Missing Syllables	वास्तविक पारदर्शकता आणि विश्वासवृद्धीकारक उपाययोजनांमुळेही बाह्य अवकाशात शस्त्रे तैनात करण्याला आळा बसू शकेल.	वास्तविक पारदर्शकता आणि विश्वासवृधीकारक विश्वासवृद्धीकारक उपाययोजनांमुळेही बाह्य अवकाशात शस्त्रे तैनात करण्याला आळा बसू शकेल.
6: Missing Syllables	मात्र पारतंत्र्यानंतर, आपल्याला जे स्वातंत्र्य मिळाले, त्यानंतर एका नव्या व्यवस्थेअंतर्गत आपण देशाला प्रगतीप्रथावर नेण्यासाठी जे कार्य केले, तो प्रवास सत्तर वर्षांचा आहे.	मात्र पारतंत्र्यानंतर, आपल्याला जे स्वातंत्र्य मिळाले, त्यानंतर एका नव्या व्यवस्थेअंत्गत व्यवस्थेअंतर्गत आपण देशाला प्रगतीप्रथावर नेण्यासाठी जे कार्य केले, तो प्रवास सत्तर वर्षांचा आहे.
6: Missing Syllables	ही संख्या जगभरातील बहुतांश देशांच्या लोकसंख्येपेक्षा अधिक आहे.	ही संख्या जगभरातील बहुतांश देशांच्या लोकसंयेपेक्षा लोकसंख्येपेक्षा अधिक आहे.
6: Missing Syllables	हे एक उदाहरण आहे, हे तंत्रज्ञानामुळे शक्य झाले.	हे एक उदाहरण आहे, हे तंत्रज्ञमुळे तंत्रज्ञानामुळे शक्य झाले.
6: Missing Syllables	यामुळे भविष्यात, विस्तृत दक्षिण पूर्व आशिया प्रदेशासोबत व्यापाराच्या संधीचा सांयुक्तिकरित्या विस्तार शक्य होईल.	यामुळे भविष्यात, विस्तृत दक्षिण पूर्व आशिया प्रदेशासोबत व्यापाराच्या संधीचा सांयुतिकरित्या सांयुक्तिकरित्या विस्तार शक्य होईल.
6: Missing Syllables	त्यामुळे स्पर्धात्मक सेवा क्षेत्र उत्पादन क्षेत्राच्या स्पर्धात्मकतेशी जोडले जाईल.	त्यामुळे स्पर्धात्मक सेवा क्षेत्र उत्पादन क्षेत्राच्या स्परात्मकतेशी स्पर्धात्मकतेशी जोडले जाईल.
6: Missing Syllables	पारंपरिक उर्जास्त्रोताना एक शाश्वत उर्जास्त्रोतांचा पर्याय म्हणून ही उर्जा आज विकसित होत आहे.	पारंपरिक उर्जास्त्रोताना एक शाश्वत उर्जास्त्रोतचा उर्जास्त्रोतांचा पर्याय म्हणून ही उर्जा आज विकसित होत आहे.
6: Missing Syllables	अधिकारी प्रशिक्षणार्थींनी स्वच्छ भारत अभियानाबद्दल आपले विचार मांडले.	अधिकारी प्रशिक्षणार्नी प्रशिक्षणार्थींनी स्वच्छ भारत अभियानाबद्दल आपले विचार मांडले.
6: Missing Syllables	कला ही कलाकाराच्या हृदय आणि विचारात पहिल्यांदा आध्यात्माप्रमाणे निर्माण होते.	कला ही कलाकाराच्या हृदय आणि विचारात पहिल्यांदा आध्याताप्रमाणे आध्यात्माप्रमाणे निर्माण होते.
6: Missing Syllables	पंतप्रधानांनी विविध कार्यक्रमांच्या लाभार्थींना प्रमाणपत्रांचे वाटप केले तसेच दमण महाविद्यालयाच्या मैदानावर जाहीर सभेला संबोधित केले.	पंतप्रधानांनी विविध कार्यक्रमांच्या लाभार्थींना प्रमाणपत्रांचे वाटप केले तसेच दमण महाविद्लयाच्या महाविद्यालयाच्या मैदानावर जाहीर सभेला संबोधित केले.
6: Missing Syllables	आमचा सहकार्याविषयीचा दृष्टीकोन भौमितीकरित्या लवचिक आहे.	आमचा सहकारविषयीचा सहकार्याविषयीचा दृष्टीकोन भौमितीकरित्या लवचिक आहे.
6: Missing Syllables	जर फरारी गुन्हेगारांमध्ये कायदा आणि आपली मालमत्ता जप्त होण्याचे भय असेल, तर हे भय चांगले आहे.	जर फरारी गुन्हेगांमध्ये गुन्हेगारांमध्ये कायदा आणि आपली मालमत्ता जप्त होण्याचे भय असेल, तर हे भय चांगले आहे.
6: Missing Syllables	गुरुमणी केवल यांनी व्यक्त केलेल्या या भावना देशातील कानाकोपऱ्यांतून येणाऱ्या भावनांचे प्रतिनिधित्व करणाऱ्या आहेत.	गुरुमणी केवल यांनी व्यक्त केलेल्या या भावना देशातील कानाकोपऱ्यन कानाकोपऱ्यांतून येणाऱ्या भावनांचे प्रतिनिधित्व करणाऱ्या आहेत.
6: Missing Syllables	यावर जोर देत पंतप्रधान म्हणाले की, गॅस आधारित अर्थव्यवस्थेच्या सर्व पैलूंवर केंद्र सरकार लक्ष देत आहे.	यावर जोर देत पंतप्रधान म्हणाले की, गॅस आधारित अर्थव्यवस्थेचया अर्थव्यवस्थेच्या सर्व पैलूंवर केंद्र सरकार लक्ष देत आहे.
6: Missing Syllables	शत्रूच्या, कमी उंचीवरच्या क्षेपणास्त्राला छेद देणाऱ्या, क्षेपणास्त्राची काल यशस्वी चाचणी करून त्यांनी शिरपेचात मानाचा नवा तुरा खोवला.	शत्रूच्या, कमी उंचीवरच्या क्षेपणास्राला क्षेपणास्त्राला छेद देणाऱ्या, क्षेपणास्त्राची काल यशस्वी चाचणी करून त्यांनी शिरपेचात मानाचा नवा तुरा खोवला.
6: Missing Syllables	मी विद्यार्थ्यांना, विद्यार्थिनींना आणि तरुणांना पुन्हा एकदा या इंटर्नशिपचा लाभ घेण्यासाठी आमंत्रित करतो.	मी विद्यार्थ्यांना, विद्यर्थिनींना विद्यार्थिनींना आणि तरुणांना पुन्हा एकदा या इंटर्नशिपचा लाभ घेण्यासाठी आमंत्रित करतो.
6: Missing Syllables	भारत आणि कंबोडियादरम्यान मैत्रीचे व सौहार्दपूर्ण संबंध आहेत.	भारत आणि कंबोयादरम्यान कंबोडियादरम्यान मैत्रीचे व सौहार्दपूर्ण संबंध आहेत.
6: Missing Syllables	सर मला माफ करा, त्या बीएमडब्ल्यूवाल्या माणसाला माहित नव्हते की गाडीखाली येणारी व्यक्ती दलित होती.	सर मला माफ करा, त्या बीएमडब्ल्यूवा्या बीएमडब्ल्यूवाल्या माणसाला माहित नव्हते की गाडीखाली येणारी व्यक्ती दलित होती.
6: Missing Syllables	यामुळे आमच्या सागरी पर्यावरणाबाबतच्या जाणीवा वृद्धिंगत होतील.	यामुळे आमच्या सागरी पर्यावराबाबतच्या पर्यावरणाबाबतच्या जाणीवा वृद्धिंगत होतील.
6: Missing Syllables	याचा वापर नवीन रेल्वे रुळ बनविण्यासाठी आणि जुन्या रेल्वे रुळांच्या अद्ययावतीकरणासाठी केला जाईल.	याचा वापर नवीन रेल्वे रुळ बनविण्यासाठी आणि जुन्या रेल्वे रुळांच्या अद्ययावतीकरणाी अद्ययावतीकरणासाठी केला जाईल.
6: Missing Syllables	पंतप्रधान म्हणाले की, यापूर्वी नवसारीने वाचनातील रुचीबद्दल ठसा उमटवला होता आणि आज दिव्यांगांप्रति दाखवलेल्या सेवेमुळे त्यांनी स्वतःला असामान्य बनवले आहे.	पंतप्रधान म्हणाले की, यापूर्वी नवसारीने वाचनातील रुचीबद्दल ठसा उमटवला होता आणि आज दिव्यांप्रति दिव्यांगांप्रति दाखवलेल्या सेवेमुळे त्यांनी स्वतःला असामान्य बनवले आहे.
6: Missing Syllables	भारताच्या समृद्ध इतिहास, संस्कृती आणि परंपरांना अनुसरुन परदेशात भारताचे प्रतिनिधित्व करण्याच्या महत्वावर पंतप्रधानांनी अधिकारी प्रशिक्षणार्थींना संबोधित करतांना भर दिला.	भारताच्या समृद्ध इतिहास, संस्कृती आणि परंपरांना अनुसरुन परदेशात भारताचे प्रतिनिधित्व करण्याच्या महत्वावर पंतप्रधानांनी अधिकारी प्रशक्षणार्थींना प्रशिक्षणार्थींना संबोधित करतांना भर दिला.
6: Missing Syllables	या सामंजस्य करारात पुढील बाबींसंदर्भातील सहकार्याचा समावेश आहे.	या सामंजस्य करारात पुढील बाबींसंदभातील बाबींसंदर्भातील सहकार्याचा समावेश आहे.
6: Missing Syllables	दक्षिण अफ्रिकेच्या राजकीय स्वातंत्र्यासाठी तुमच्या पूर्वजांनी संघर्ष केला, दक्षिण आफ्रिकेच्या आर्थिक विकासाचे आज तुम्ही महत्वपूर्ण योगदानकर्ते आहात.	दक्षिण अफ्रिकेच्या राजकीय स्वातंत्यासाठी स्वातंत्र्यासाठी तुमच्या पूर्वजांनी संघर्ष केला, दक्षिण आफ्रिकेच्या आर्थिक विकासाचे आज तुम्ही महत्वपूर्ण योगदानकर्ते आहात.
6: Missing Syllables	स्वयंउद्योजकांसाठी ही सुविधा अतिशय आवश्यक होती.	स्वयंउद्योजकंसाठी स्वयंउद्योजकांसाठी ही सुविधा अतिशय आवश्यक होती.
6: Missing Syllables	पण, जनताजनार्दनाच्या भेटीचे प्रसंग फार कमी येतात.	पण, जनताजनार्नाच्या जनताजनार्दनाच्या भेटीचे प्रसंग फार कमी येतात.
6: Missing Syllables	काही दिवसांपूर्वी एका कार्यक्रमामध्ये आम्ही भेटलो होतो.	काही दिवसांपूर्वी एका कार्यक्मध्ये कार्यक्रमामध्ये आम्ही भेटलो होतो.
6: Missing Syllables	खरे तर भारतात, कार्बन उत्सर्जनाचे प्रमाण पूर्वीपासूनच कमी आहे, मात्र असे असले तरी पर्यावरणाबाबतच्या जबाबदारीच्या तत्वाने भारत, हवामान बदलाच्या संकटाविरोधात महत्वाचा लढा देत आहे.	खरे तर भारतात, कार्बन उत्सर्जनाचे प्रमाण पूर्वीपासूनच कमी आहे, मात्र असे असले तरी पर्यावराबाबतच्या पर्यावरणाबाबतच्या जबाबदारीच्या तत्वाने भारत, हवामान बदलाच्या संकटाविरोधात महत्वाचा लढा देत आहे.
6: Missing Syllables	आम्ही आर्थिक एकत्रीकरणाच्या मार्गावर आहोत आणि आत्तापर्यंतच्या तीनही अर्थसंकल्पांमध्ये आमच्या वित्तीय तुटीत लक्षणीय घट झाली आहे	आम्ही आर्थिक एकत्रीकरणाच्या मार्गावर आहोत आणि आत्तपर्यंतच्या आत्तापर्यंतच्या तीनही अर्थसंकल्पांमध्ये आमच्या वित्तीय तुटीत लक्षणीय घट झाली आहे
6: Missing Syllables	मी पंतप्रधान पदावर आल्यानंतर सगळ्या मुख्यमंत्र्यांकडून पत्रे यायला लागली, पहिल्या महिन्यात अशीच सारी पत्रे आली. आपल्याला ऐकून आनंद होईल की गेल्या दोन वर्षात मला एकाही मुख्यमंत्र्यांकडून युरियासाठी एकही पत्र आले नाही.	मी पंतप्रधान पदावर आल्यानंतर सगळ्या मुख्यमंत्र्यांकडून पत्रे यायला लागली, पहिल्या महिन्यात अशीच सारी पत्रे आली. आपल्याला ऐकून आनंद होईल की गेल्या दोन वर्षात मला एकाही मुख्यमंत्र्यांकडन मुख्यमंत्र्यांकडून युरियासाठी एकही पत्र आले नाही.
6: Missing Syllables	त्या सर्वसामान्यांना परवडणाऱ्या असाव्यात, सुलभ असाव्यात यासाठीही व्यापक स्तरावर प्रयत्न सुरु आहेत.	त्या सर्वसमान्यांना सर्वसामान्यांना परवडणाऱ्या असाव्यात, सुलभ असाव्यात यासाठीही व्यापक स्तरावर प्रयत्न सुरु आहेत.
6: Missing Syllables	जर सरदार साहेबांनी हा संकल्प केला नसता तर काश्मीर ते कन्याकुमारीपर्यंत थेट रेल्वेसेवेची कल्पनाही करता आली नसती.	जर सरदार साहेबांनी हा संकल्प केला नसता तर काश्मीर ते कन्याकुमारीप्यंत कन्याकुमारीपर्यंत थेट रेल्वेसेवेची कल्पनाही करता आली नसती.
6: Missing Syllables	या तंत्रज्ञानामुळे सुरक्षा, मोकळेपणा, शांतता आणि सहकार्य साध्य होणार आहे.	या तंत्रज्ञानामळे तंत्रज्ञानामुळे सुरक्षा, मोकळेपणा, शांतता आणि सहकार्य साध्य होणार आहे.
6: Missing Syllables	दुसरा पैलू आहे उत्तम प्रशासनाचा, उत्तरदायित्वाचा.	दुसरा पैलू आहे उत्तम प्रशासनाचा, उतरदायित्वाचा. उत्तरदायित्वाचा.
6: Missing Syllables	याच प्रयत्नांचा एक भाग म्हणून नील माधव आणि सिद्धेश्वर मंदिराच्या नुतनीकरण आणि सौंदर्यीकरणाच्या कामाचा शुभारंभ करण्यात आला.	याच प्रयत्नांचा एक भाग म्हणून नील माधव आणि सिद्धेश्वर मंदिराच्या नुतनीकरण आणि सौंदर्यीकच्या सौंदर्यीकरणाच्या कामाचा शुभारंभ करण्यात आला.
7: Pronoun Correction	अडथळ्यांची पर्वा मी करत नाही.	अडथळ्यांची पर्वा माझे  मी करत नाही.
7: Pronoun Correction	मला असे वाटते की तंत्रज्ञानाचा फायदा तेव्हाच मिळतो जेव्हा देशातील सर्वसामान्य नागरिकदेखील त्याचा चांगल्या प्रकारे उपयोग करू लागतो.	मला असे वाटते की तंत्रज्ञानाचा फायदा तेव्हाच मिळतो जेव्हा देशातील सर्वसामान्य नागरिकदेखील त्याची नाही त्याचा चांगल्या प्रकारे उपयोग करू लागतो.
7: Pronoun Correction	जो फासावर लटकला, त्याच्या घरामध्येसुद्धा शाळेचे चारित्र्य प्रमाणपत्र पडलेले आढळेल.	जो फासावर लटकला, त्याची  त्याच्या घरामध्येसुद्धा शाळेचे चारित्र्य प्रमाणपत्र पडलेले आढळेल.
7: Pronoun Correction	अरेच्चा शिक्षक जेव्हा शिकवत होते, तेव्हा आपण मागे बसून मस्ती मजा करत होतो, आज ही मुले मी शिकवताना मस्ती करत आहेत.	अरेच्चा शिक्षक जेव्हा शिकवत होते, तेव्हा आपण मागे बसून मस्ती मजा करत होतो, आज ही मुले माझी नाही म्हणजे मी शिकवताना मस्ती करत आहेत.
7: Pronoun Correction	त्याचे हे देखील प्रयत्न असतील की कुणी आपल्याला बघू नये.	त्याचा म्हणजे त्याचे हे देखील प्रयत्न असतील की कुणी आपल्याला बघू नये.
7: Pronoun Correction	आणि म्हणूनच मी सांगतो आहे की, तुम्ही एकदा येऊन बघा की भारताचा कसा कायाकल्प झाला आहे.	आणि म्हणूनच मी सांगतो आहे की, तू म्हणजे तुम्ही एकदा येऊन बघा की भारताचा कसा कायाकल्प झाला आहे.
7: Pronoun Correction	मी आदरणीय मुलायम सिंहजी यांचे विशेष आभार मानतो, त्यांचे प्रेम आपल्यासाठी खूप मौल्यवान आहे.	मी आदरणीय मुलायम सिंहजी यांचे विशेष आभार मानतो, त्यांचा म्हणजे त्यांचे प्रेम आपल्यासाठी खूप मौल्यवान आहे.
7: Pronoun Correction	ते म्हणाले की, आज लोकसांख्यिक दृष्ट्या भारत हा जगातील तरुण देश असून, ऊर्जेने ओतप्रोत भरलेला आहे.	तो म्हणजे ते म्हणाले की, आज लोकसांख्यिक दृष्ट्या भारत हा जगातील तरुण देश असून, ऊर्जेने ओतप्रोत भरलेला आहे.
7: Pronoun Correction	आणि त्याचे पैसे त्याला नंतर मिळतील.	आणि त्याच्या म्हणजे त्याचे पैसे त्याला नंतर मिळतील.
7: Pronoun Correction	त्यांचा जन्म तर अल्बानी यामध्ये झाला होता.	तिची नाही त्यांचा जन्म तर अल्बानी यामध्ये झाला होता.
7: Pronoun Correction	लादल्यामुळे नाही मिळणार आणि त्यामुळे तुझी चिंता स्वाभाविक आहे.	लादल्यामुळे नाही मिळणार आणि त्यामुळे तुझे म्हणजे मला म्हणायचंय तुझी चिंता स्वाभाविक आहे.
7: Pronoun Correction	दुसरे, जे विकासाचे शास्त्र जाणतात, हे बरे वाटते की तो विकसित होत आहे, पुढे जात आहे.	दुसरे, जे विकासाचे शास्त्र जाणतात, हे बरे वाटते की ते नाही म्हणजे तो विकसित होत आहे, पुढे जात आहे.
7: Pronoun Correction	आमच्या भागिदारीच्या संरचेनचाही आम्ही आढावा घेतला आणि त्याचा विस्तार करण्यासाठी आवश्यक कल्पना आणि उपक्रमांबाबत चर्चा केली.	आमचे  आमच्या भागिदारीच्या संरचेनचाही आम्ही आढावा घेतला आणि त्याचे नाही त्याचा विस्तार करण्यासाठी आवश्यक कल्पना आणि उपक्रमांबाबत चर्चा केली.
7: Pronoun Correction	आमच्यावर जर काही कठीण प्रसंग आला तर तो दूर करणे, त्यासाठी चिंता करणे हे त्यांचे काम होते	आमच्यावर जर काही कठीण प्रसंग आला तर ती नाही तो दूर करणे, त्यासाठी चिंता करणे हे तिचे म्हणजे मला म्हणायचंय त्यांचे काम होते
7: Pronoun Correction	देशाचा सन्मान आणि किर्तीच सर्वोच्च आहे, हे कवी कुशाल खान खट्टक यांचे विचारच आपण आचरणात आणले आहेत.	देशाचा सन्मान आणि किर्तीच सर्वोच्च आहे, हे कवी कुशाल खान खट्टक यांचे विचारच तू नाही नाही आपण आचरणात आणले आहेत.
7: Pronoun Correction	आम्ही ३० यंत्रणांच्या माध्यमातून आमची व्यापक भागीदारी पुढे नेली.	आम्ही ३० यंत्रणांच्या माध्यमातून आमचा  आमची व्यापक भागीदारी पुढे नेली.
7: Pronoun Correction	म्हणून या सर्व व्यवस्थेचा वापर त्या कक्षेत होईल, ज्यात देशातील काही मूलभूत बाबी आहे त्यांच्यावर लक्ष केंद्रीत करेल.	म्हणून या सर्व व्यवस्थेचा वापर तो  त्या कक्षेत होईल, ज्यात देशातील काही मूलभूत बाबी आहे त्यांच्यावर लक्ष केंद्रीत करेल.
7: Pronoun Correction	मी तुम्हाला आवाहन करतो की तुम्ही पायाभूत क्षेत्रासाठी भांडवल बाजाराला दीर्घ कालीन भांडवल पुरवता यावे यासाठी मार्ग शोधा.	मी तुम्हाला आवाहन करतो की आपण म्हणजे मला म्हणायचंय तुम्ही पायाभूत क्षेत्रासाठी भांडवल बाजाराला दीर्घ कालीन भांडवल पुरवता यावे यासाठी मार्ग शोधा.
7: Pronoun Correction	बंधू आणि भगिनींनो, आमच्या सरकारने लोकांच्या समस्या जाणून घेवून, त्यांची गरज लक्षात घेवून आपल्या योजना बनवल्या आहेत.	बंधू आणि भगिनींनो, आमचा नाही आमच्या सरकारने लोकांच्या समस्या जाणून घेवून, तिचा नाही म्हणजे त्यांची गरज लक्षात घेवून आपल्या योजना बनवल्या आहेत.
7: Pronoun Correction	आणि तुम्ही बघा, सगळं तर तेच आहे.	आणि आपण नाही म्हणजे तुम्ही बघा, सगळं तर तेच आहे.
7: Pronoun Correction	ज्या क्षेत्रामध्ये लसीकरणाच्या नावाखाली फक्त कागदोपत्री नोंदी केल्या जात होत्या, त्यांची सूची बनवली.	ज्या क्षेत्रामध्ये लसीकरणाच्या नावाखाली फक्त कागदोपत्री नोंदी केल्या जात होत्या, त्यांचे  त्यांची सूची बनवली.
7: Pronoun Correction	आपण काशीत एक चळवळ चालवूया.	तुम्ही नाही आपण काशीत एक चळवळ चालवूया.
7: Pronoun Correction	तुम्ही आम्हाला तुमच्या साध्या विचारसरणीने, उच्च तत्त्वज्ञानाने आणि नेतृत्वगुणांनी अभिप्रेरित केले आहे	तुम्ही आम्हाला तुमचे म्हणजे मला म्हणायचंय तुमच्या साध्या विचारसरणीने, उच्च तत्त्वज्ञानाने आणि नेतृत्वगुणांनी अभिप्रेरित केले आहे
7: Pronoun Correction	आगामी काळासाठी विद्युत पारेषण वाहिन्या टाकल्या जात आहेत त्यांची क्षमता पहिल्यापेक्षा जास्त ठेवण्यात आली आहे.	आगामी काळासाठी विद्युत पारेषण वाहिन्या टाकल्या जात आहेत त्यांचा  त्यांची क्षमता पहिल्यापेक्षा जास्त ठेवण्यात आली आहे.
7: Pronoun Correction	आता तुम्ही सांगा की स्वस्त माध्यमाद्वारे कोळशाची वाहतूक करायला हवी की नको?	आता तू म्हणजे तुम्ही सांगा की स्वस्त माध्यमाद्वारे कोळशाची वाहतूक करायला हवी की नको?
7: Pronoun Correction	मला असा अनुभवी समूह मिळाला हे, मी माझे भाग्य मानतो.	मला असा अनुभवी समूह मिळाला हे, मी माझा म्हणजे माझे भाग्य मानतो.
7: Pronoun Correction	लोकशाहीची पहिली अट असते माझ्या मनात जे काही आहे त्याची बांधणी लोकव्यवस्थेशी करावी लागते.	लोकशाहीची पहिली अट असते मी म्हणजे मला म्हणायचंय माझ्या मनात जे काही आहे त्याचा  त्याची बांधणी लोकव्यवस्थेशी करावी लागते.
7: Pronoun Correction	आपण तिची ओळख करून द्यायला हवी.	आपण त्यांचा नाही तिची ओळख करून द्यायला हवी.
7: Pronoun Correction	त्यांचे जगणे मुश्कील करतो.	त्यांची म्हणजे मला म्हणायचंय त्यांचे जगणे मुश्कील करतो.
7: Pronoun Correction	हा दौरा लहान असला तरी त्याचे परिणाम फारच महत्वाचे आहेत.	हा दौरा लहान असला तरी त्याच्या नाही म्हणजे त्याचे परिणाम फारच महत्वाचे आहेत.
7: Pronoun Correction	छत्तीसगडच्या निर्मितीबद्दल त्यांचे अभिनंदन करतो.	छत्तीसगडच्या निर्मितीबद्दल त्यांची नाही नाही त्यांचे अभिनंदन करतो.
7: Pronoun Correction	मी त्याचे कौतुकही केले आणि जगातील प्रत्येकाच्या मोबाईलचा हा उत्सुकतेचा विषय ठरला हे बघून मलाही आश्चर्य वाटले.	मी त्याच्या म्हणजे त्याचे कौतुकही केले आणि जगातील प्रत्येकाच्या मोबाईलचा हा उत्सुकतेचा विषय ठरला हे बघून मलाही आश्चर्य वाटले.
7: Pronoun Correction	तुमचे पैसे वाचतील.	तुमच्या म्हणजे मला म्हणायचंय तुमचे पैसे वाचतील.
7: Pronoun Correction	आपण सर्वानी मिळून देशाला प्रगतीपथावर न्यायाचे आहे आणि त्याच दिशेने आपल्याला काम करायचे आहे.	तू म्हणजे मला म्हणायचंय आपण सर्वानी मिळून देशाला प्रगतीपथावर न्यायाचे आहे आणि त्याच दिशेने आपल्याला काम करायचे आहे.
7: Pronoun Correction	परंतु माझ्या देशातच विशेषतः नवयुवकांना मी विचारू इच्छितो, आपण महिलांचा सन्मान, आदर करतो का?	परंतु मी म्हणजे मला म्हणायचंय माझ्या देशातच विशेषतः नवयुवकांना मी विचारू इच्छितो, आपण महिलांचा सन्मान, आदर करतो का?
